ticker,revenue_m,revenue_growth_1y,ebitda_margin,ev_ebitda,ev_sales,pe
META,200966.0,0.22167038498246217,0.5070111362120956,14.560952773524907,7.382565210035528,23.41199841212081
ORCL,67357.0,0.1734873429850694,0.419095268494737,18.426399624499627,7.722416898020992,24.691685784514544
MSFT,331839.0,0.17788686799846665,0.5711715621129524,19.03405467006442,10.871710739244032,26.828601484870916
AMZN,716924.0,0.12377754683294695,0.2032725923528854,19.518446788946758,3.967565277491059,35.916837504828116
CRM,41525.0,0.09579100145137875,0.22952438290186636,21.15782499213094,4.856236724864539,22.973076304143756
GOOGL,402836.0,0.1509008108154437,0.3727943877905649,28.376238388546692,10.57850241785739,31.90700310206552
AAPL,416161.0,0.06425511782832749,0.3478173110887373,31.499680617348776,10.956134212480267,40.30636344969199
NVDA,215938.0,0.6547353579009478,0.6169826524280118,38.96612624784208,24.041423927238373,43.27770328233403
MEDIAN,273888.5,0.16219407690025656,0.395944828142651,20.33813589053885,9.15045965793919,29.367802293468216
